Year,Survey,Title,Data File,Stata Data File,Programs,Dictionary
2022,Institutional Characteristics,Directory information,HD2022,HD2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Institutional Characteristics,"Educational offerings, organization, services and athletic associations",IC2022,IC2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Institutional Characteristics,Student charges for academic year programs,IC2022_AY,IC2022_AY_STATA,"SPSS, SAS, STATA",Dictionary
2022,Institutional Characteristics,Student charges by program (vocational programs),IC2022_PY,IC2022_PY_STATA,"SPSS, SAS, STATA",Dictionary
2022,Institutional Characteristics,Branch campus locations listed on College Navigator,IC2022_CAMPUSES,IC2022_CAMPUSES_STATA,"SPSS, SAS, STATA",Dictionary
2022,Institutional Characteristics,Response status for all survey components(revised August 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,12-Month Enrollment,"12-month unduplicated headcount by race/ethnicity, gender and level of student: 2021-22(revised August 2024)",EFFY2022,EFFY2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,12-Month Enrollment,12-month unduplicated headcount by distance education status and student level: 2021-22(revised August 2024),EFFY2022_DIST,EFFY2022_DIST_STATA,"SPSS, SAS, STATA",Dictionary
2022,12-Month Enrollment,12-month instructional activity: 2021-22(revised August 2024),EFIA2022,EFIA2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,12-Month Enrollment,Response status all survey components(revised August 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Admissions and Test Scores,"Admission considerations, applications, admissions, enrollees and test scores, fall 2022(revised September 2024)",ADM2022,ADM2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Admissions and Test Scores,Response status for all survey components(revised September 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2022(revised December 2024)",EF2022A,EF2022A_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2022(revised December 2024)",EF2022CP,EF2022CP_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2022(revised December 2024)",EF2022B,EF2022B_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,Residence and migration of first-time freshman: Fall 2022(revised December 2024),EF2022C,EF2022C_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2022(revised December 2024)",EF2022D,EF2022D_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,Distance education status and level of student: Fall 2022(revised December 2024),EF2022A_DIST,EF2022A_DIST_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Enrollment,Response status for all survey components(revised December 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2021 to June 30, 2022(revised August 2024)",C2022_A,C2022_A_STATA,"SPSS, SAS, STATA",Dictionary
2022,Completions,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2021 to June 30, 2022(August  2024)",C2022_B,C2022_B_STATA,"SPSS, SAS, STATA",Dictionary
2022,Completions,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2021 to June 30, 2022(revised August 2024)",C2022_C,C2022_C_STATA,"SPSS, SAS, STATA",Dictionary
2022,Completions,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2021 to June 30, 2022(revised August 2024)",C2022DEP,C2022DEP_STATA,"SPSS, SAS, STATA",Dictionary
2022,Completions,Response status for all survey components(revised August 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2022-23(revised December 2024)",SAL2022_IS,SAL2022_IS_STATA,"SPSS, SAS, STATA",Dictionary
2022,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical noninstructional staff, by  gender, and academic rank:  Academic year 2022-23(revised December 2024)",SAL2022_NIS,SAL2022_NIS_STATA,"SPSS, SAS, STATA",Dictionary
2022,Instructional Staff/Salaries,Response status for all survey components(revised December 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Staff,"Full- and part-time staff by occupational category, race/ethnicity, and gender:  Fall 2022(revised December 2024)",S2022_OC,S2022_OC_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Staff,"Full-time instructional staff, by faculty and tenure status, and academic rank  (Degree-granting institutions): Fall 2022(revised December 2024)",S2022_SIS,S2022_SIS_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Staff,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2022(revised December 2024)",S2022_IS,S2022_IS_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Staff,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2022(revised December 2024)",S2022_NH,S2022_NH_STATA,"SPSS, SAS, STATA",Dictionary
2022,Fall Staff,Response status for all survey components(revised December 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Employees by Assigned Position,"Number of staff by occupational category, faculty and tenure status: Fall 2022(revised December 2024)",EAP2022,EAP2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Employees by Assigned Position,Response status for all survey components(revised December 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Finance,Public institutions - GASB 34/35: Fiscal year 2022(revised December 2024),F2122_F1A,F2122_F1A_STATA,"SPSS, SAS, STATA",Dictionary
2022,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2022(revised December 2024),F2122_F2,F2122_F2_STATA,"SPSS, SAS, STATA",Dictionary
2022,Finance,Private for-profit institutions: Fiscal year 2022(revised December 2024),F2122_F3,F2122_F3_STATA,"SPSS, SAS, STATA",Dictionary
2022,Finance,Response status for all survey components(revised December 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Student Financial Aid and Net Price,Student financial aid and net price: 2021-22(revised September 2024),SFA2122,SFA2122_STATA,"SPSS, SAS, STATA",Dictionary
2022,Student Financial Aid and Net Price,Military Servicemembers and Veteran's Benefits: 2021-22(revised September 2024),SFAV2122,SFAV2122_STATA,"SPSS, SAS, STATA",Dictionary
2022,Student Financial Aid and Net Price,Response status for all survey components(revised September 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2016 (4-year) and cohort year 2019 (2-year) institutions(revised September 2024)",GR2022,GR2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2019 (less-than-2-year institutions)(revised September 2024)",GR2022_L2,GR2022_L2_STATA,"SPSS, SAS, STATA",Dictionary
2022,Graduation Rates,"Graduation rate data for Pell Grant and Direct Subsidized Loan recipients, 150% of normal time to complete  - cohort year 2016 (4-year) and cohort year 2019 (less-than-4-year)  institutions(revised September 2024)",GR2022_PELL_SSL,GR2022_PELL_SSL_STATA,"SPSS, SAS, STATA",Dictionary
2022,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2014 (4-year) and cohort year 2018 (less-than-4-year) institutions(revised September 2024)",GR200_22,GR200_22_STATA,"SPSS, SAS, STATA",Dictionary
2022,Graduation Rates,Response status for all survey components(revised September 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Outcome Measures,"Award and enrollment data at four, six and eight years of entering degree/certificate-seeking undergraduate cohorts from 2014-15 at degree-granting institutions, by Pell status(revised September 2024)",OM2022,OM2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Outcome Measures,Response status for all survey components(revised September 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Academic Libraries,Academic Libraries: Fiscal year 2022(revised December 2024),AL2022,AL2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Academic Libraries,Response status for all survey components(revised December 2024),FLAGS2022,FLAGS2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,Total cost of attendance: Academic year 2022-23,DRVIC2022,DRVIC2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,Selectivity and admissions yield: Fall 2022(revised September 2024),DRVADM2022,DRVADM2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,"Enrollments, retention rates and other selected enrollment indicators: Fall 2022(revised December 2024)",DRVEF2022,DRVEF2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,"12-month unduplicated and full-time equivalent enrollment, and other selected 12-month enrollment indicators: July 1, 2021 to June 30, 2022(revised August 2024)",DRVEF122022,DRVEF122022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,"Degrees/awards: July 1, 2021 to June 30, 2022(revised August 2024)",DRVC2022,DRVC2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,"Graduation rates of full-time, first-time degree/certifcate-seeking undergraduate students: cohort years 2014 and 2016 (4-year institutions) cohort years 2018 and 2019 (less-than-4-year institutions (revised September 2024)",DRVGR2022,DRVGR2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,Award and enrollment (Outcome Measures) rates of degree/certifcate-seeking undergraduate entering students: Cohort year 2014-15(revised September 2024),DRVOM2022,DRVOM2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,Revenues and expenditures: Fiscal year 2022(revised December 2024),DRVF2022,DRVF2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,Average salaries and full-time equivalent staff: Fall 2022(revised December 2024),DRVHR2022,DRVHR2022_STATA,"SPSS, SAS, STATA",Dictionary
2022,Frequently used/Derived variables,Academic library indicators: Fiscal year 2022(revised December 2024),DRVAL2022,DRVAL2022_STATA,"SPSS, SAS, STATA",Dictionary
