Year,Survey,Title,Data File,Stata Data File,Programs,Dictionary
2023,Institutional Characteristics,Directory information(updated January 2025),HD2023,HD2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,Institutional Characteristics,"Educational offerings, organization, services and athletic associations",IC2023,IC2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,Institutional Characteristics,Student charges for academic year programs,IC2023_AY,IC2023_AY_STATA,"SPSS, SAS, STATA",Dictionary
2023,Institutional Characteristics,Student charges by program (vocational programs),IC2023_PY,IC2023_PY_STATA,"SPSS, SAS, STATA",Dictionary
2023,Institutional Characteristics,Branch campus locations listed on College Navigator,IC2023_CAMPUSES,IC2023_CAMPUSES_STATA,"SPSS, SAS, STATA",Dictionary
2023,Institutional Characteristics,Response status for all survey components,FLAGS2023,FLAGS2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,12-Month Enrollment,"12-month unduplicated headcount by race/ethnicity, gender and level of student: 2022-23",EFFY2023,EFFY2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,12-Month Enrollment,12-month unduplicated headcount by distance education status and student level: 2022-23,EFFY2023_DIST,EFFY2023_DIST_STATA,"SPSS, SAS, STATA",Dictionary
2023,12-Month Enrollment,12-month unduplicated headcount of dual enrolled students by race/ethnicity and gender: 2022-23,EFFY2023_HS,EFFY2023_HS_STATA,"SPSS, SAS, STATA",Dictionary
2023,12-Month Enrollment,12-month instructional activity: 2022-23,EFIA2023,EFIA2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,12-Month Enrollment,Response status all survey components,FLAGS2023,FLAGS2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,Admissions and Test Scores,"Admission considerations, applications, admissions, enrollees and test scores, fall 2023",ADM2023,ADM2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,Admissions and Test Scores,Response status for all survey components,FLAGS2023,FLAGS2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2023",EF2023A,EF2023A_STATA,"SPSS, SAS, STATA",Dictionary
2023,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2023",EF2023B,EF2023B_STATA,"SPSS, SAS, STATA",Dictionary
2023,Fall Enrollment,Residence and migration of first-time freshman: Fall 2023,EF2023C,EF2023C_STATA,"SPSS, SAS, STATA",Dictionary
2023,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2023",EF2023D,EF2023D_STATA,"SPSS, SAS, STATA",Dictionary
2023,Fall Enrollment,Distance education status and level of student: Fall 2023,EF2023A_DIST,EF2023A_DIST_STATA,"SPSS, SAS, STATA",Dictionary
2023,Fall Enrollment,Response status for all survey components,FLAGS2023,FLAGS2023_STATA,"SPSS, SAS, STATA",Dictionary
2023,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2022 to June 30, 2023",C2023_A,C2023_A_STATA,"SPSS, SAS, STATA",Dictionary
