Year,Survey,Title,Data File,Stata Data File,Programs,Dictionary
2021,Institutional Characteristics,Directory information,HD2021,HD2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Institutional Characteristics,"Educational offerings, organization, services and athletic associations(revised September 2023)",IC2021,IC2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Institutional Characteristics,Student charges for academic year programs,IC2021_AY,IC2021_AY_STATA,"SPSS, SAS, STATA",Dictionary
2021,Institutional Characteristics,Student charges by program (vocational programs),IC2021_PY,IC2021_PY_STATA,"SPSS, SAS, STATA",Dictionary
2021,Institutional Characteristics,Branch campus locations listed on College Navigator,IC2021_CAMPUSES,IC2021_CAMPUSES_STATA,"SPSS, SAS, STATA",Dictionary
2021,Institutional Characteristics,Response status for all survey components(revised September 2023),FLAGS2021,FLAGS2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,12-Month Enrollment,"12-month unduplicated headcount by race/ethnicity, gender and level of student: 2020-21(revised September 2023)",EFFY2021,EFFY2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,12-Month Enrollment,12-month unduplicated headcount by distance education status and student level: 2020-21(revised September 2023),EFFY2021_DIST,EFFY2021_DIST_STATA,"SPSS, SAS, STATA",Dictionary
2021,12-Month Enrollment,12-month instructional activity: 2020-21(revised September 2023),EFIA2021,EFIA2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,12-Month Enrollment,Response status all survey components(revised September 2023),FLAGS2021,FLAGS2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Admissions and Test Scores,"Admission considerations, applications, admissions, enrollees and test scores, fall 2021(revised November 2023)",ADM2021,ADM2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Admissions and Test Scores,Response status for all survey components(revised November 2023),FLAGS2021,FLAGS2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2021(revised December 2023)",EF2021A,EF2021A_STATA,"SPSS, SAS, STATA",Dictionary
2021,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2021(revised December 2023)",EF2021B,EF2021B_STATA,"SPSS, SAS, STATA",Dictionary
2021,Fall Enrollment,Residence and migration of first-time freshman: Fall 2021(revised December 2023),EF2021C,EF2021C_STATA,"SPSS, SAS, STATA",Dictionary
2021,Fall Enrollment,"Total entering class, retention rates, and student-to-faculty ratio: Fall 2021(revised December 2023)",EF2021D,EF2021D_STATA,"SPSS, SAS, STATA",Dictionary
2021,Fall Enrollment,Distance education status and level of student: Fall 2021(revised December 2023),EF2021A_DIST,EF2021A_DIST_STATA,"SPSS, SAS, STATA",Dictionary
2021,Fall Enrollment,Response status for all survey components(revised December 2023),FLAGS2021,FLAGS2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2020 to June 30, 2021(revised September 2023)",C2021_A,C2021_A_STATA,"SPSS, SAS, STATA",Dictionary
2021,Completions,"Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2020 to June 30, 2021(revised September 2023)",C2021_B,C2021_B_STATA,"SPSS, SAS, STATA",Dictionary
2021,Completions,"Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2020 to June 30, 2021(revised September 2023)",C2021_C,C2021_C_STATA,"SPSS, SAS, STATA",Dictionary
2021,Completions,"Number of programs offered and number of programs offered via distance education, by award level: July 1, 2020 to June 30, 2021(revised September 2023)",C2021DEP,C2021DEP_STATA,"SPSS, SAS, STATA",Dictionary
2021,Completions,Response status for all survey components(revised September 2023),FLAGS2021,FLAGS2021_STATA,"SPSS, SAS, STATA",Dictionary
2021,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical instructional staff, by  gender, and academic rank:  Academic year 2021-22(revised December 2023)",SAL2021_IS,SAL2021_IS_STATA,"SPSS, SAS, STATA",Dictionary
2021,Instructional Staff/Salaries,"Number and salary outlays for full-time nonmedical noninstructional staff, by  gender, and academic rank:  Academic year 2021-22(revised December 2023)",SAL2021_NIS,SAL2021_NIS_STATA,"SPSS, SAS, STATA",Dictionary
2021,Instructional Staff/Salaries,Response status for all survey components(revised December 2023),FLAGS2021,FLAGS2021_STATA,"SPSS, SAS, STATA",Dictionary
